 NUM NOME          POT  FCMX    TEIF   IP    <-------------------- GTMIN PARA O PRIMEIRO ANO DE ESTUDO ------------------------|D+ ANOS
 XXX XXXXXXXXXXXX  XXXX. XXX.  XXX.XX XXX.XX JAN.XX FEV.XX MAR.XX ABR.XX MAI.XX JUN.XX JUL.XX AGO.XX SET.XX OUT.XX NOV.XX DEZ.XX XXX.XX
 146 STA VITORIA      0.  93.    1.00  16.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 217 T LAGOAS_L1    134. 100.   13.88   4.62   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 218 T LAGOAS_L13   216. 100.   13.88   4.62   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 194 T.NORTE 2      340.  94.    3.28   3.78   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 223 TERMOIRAPE I     0. 100.    0.50   4.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  90 TERMOMACAE     929. 100.    9.79   1.70   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  47 TERMORIO         0. 100.   10.68   4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 215 TERMORIO_L1    770. 100.   10.68   4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 074.73 074.73 074.73 074.73 074.73  46.25  
 216 TERMORIO_L13   266. 100.   10.68   4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 025.77 025.77 025.77 025.77 025.77  15.95  
  68 TRES LAGOAS      0. 100.   13.88   4.62   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 236 VALE AZUL II     0. 100.    5.00   5.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  49 VIANA          175. 100.    5.24   5.45   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 108 XAVANTES        54. 100.    1.57   0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  48 ARAUCARIA      485. 100.    5.21  10.97   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  37 ARGENTINA 1      0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  71 ARGENTINA 1B     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  38 ARGENTINA 2A     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  39 ARGENTINA 2B     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  40 ARGENTINA 2C     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  59 ARGENTINA 2D     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 237 CAMBARA          0. 100.    2.00   2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 156 CANDIOTA 3     350. 100.   26.77  20.75   0.00   0.00   0.00   0.00   0.00   0.00   0.00 183.07 183.07   0.00   0.00   0.00 196.46  
  64 CANOAS         249. 100.    2.17   3.32   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 169 CISFRAMA         4.  90.    3.50   6.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  28 FIGUEIRA        20. 100.   43.72  14.30   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   4.24  10.12  10.12   9.49  
  26 J.LACERDA A1   100. 100.   30.83  21.56   0.00   0.00   0.00   0.00   0.00   0.00   0.00 030.00 030.00 030.00 030.00 030.00 030.00  
  27 J.LACERDA A2   132. 100.   11.27  12.95   0.00   0.00   0.00   0.00   0.00   0.00   0.00  71.00  71.00  71.00  71.00  71.00  62.52  
  25 J.LACERDA B    262. 100.   12.41  19.67   0.00   0.00   0.00   0.00   0.00   0.00   0.00 104.00 104.00 104.00 104.00 104.00 168.09  
  24 J.LACERDA C    363. 100.    8.42  19.29   0.00   0.00   0.00   0.00   0.00   0.00   0.00 296.00 296.00 296.00 296.00 296.00 239.63  
  30 NUTEPA          24. 100.    2.42   0.85   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  22 P.MEDICI A      63. 100.   70.81  28.65   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  23 P.MEDICI B     320. 100.   70.81  28.65   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 107 PAMPA SUL        0. 100.    3.44   1.37   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  32 S.JERONIMO      20. 100.   34.88  34.56   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 149 SAO SEPE         0.  90.    2.00   3.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  35 URUGUAIANA     640. 100.    4.61   4.88   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 109 ALTOS           13. 100.   67.32  20.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 111 ARACATI         11. 100.   71.21  23.43   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 112 BAHIA I         31.  98.    9.09   4.94   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 113 BATURITE        11. 100.   65.31  23.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  93 CAMACARI D/G   347. 100.   25.29  16.63   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 235 CAMACARI MII     0. 100.    3.00   1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 166 CAMACARI PI    150. 100.   26.54   1.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  52 CAMPINA GDE    169. 100.   26.31  14.25   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 117 CAMPO MAIOR     13. 100.   70.46  22.81   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 119 CAUCAIA         15. 100.   67.30  24.41   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 121 CRATO           13. 100.   70.67  22.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 125 ENGUIA PECEM    15. 100.   67.27  19.53   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 106 ERB CANDEIAS     0. 100.    3.00   5.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  74 FAFEN          138. 100.   32.06  10.82   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  42 FORTALEZA      327. 100.    2.05   4.41   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 223.00  
  53 GLOBAL I       149. 100.   16.20   9.97   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  55 GLOBAL II      149. 100.   14.32   9.19   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 127 IGUATU          15. 100.   70.70  21.76   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 133 JUAZEIRO N      15. 100.   61.36  23.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  57 MARACANAU I    168. 100.   34.70   9.28   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 135 MARAMBAIA       13. 100.   78.17  22.83   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 164 MURICY         147. 100.   14.62   2.69   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 138 NAZARIA         13. 100.   73.81  22.45   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 167 P. PECEM I     720. 100.   14.09   5.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 163 P. PECEM II    365. 100.    3.66   5.52   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 224 P. SERGIPE I     0. 100.    1.10   2.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 160 PAU FERRO I     94. 100.    1.23   0.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 162 PECEM II         0. 100.    3.00   1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  98 PERNAMBU_III   201. 100.   46.67   6.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 144 PETROLINA      136. 100.    2.18   2.25   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 151 POTIGUAR        53. 100.    9.82   8.47   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 161 POTIGUAR III    66. 100.    5.30   5.97   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 147 PROSPERIDADE     0. 100.    3.00   4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 170 SUAPE II       381. 100.   13.56   3.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 221 SYKUE I         30. 100.    1.50   3.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  43 TERMOBAHIA     186.  86.    4.49  10.59   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 152 TERMOCABO       50. 100.    7.36   9.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  58 TERMOCEARA     223. 100.   29.93  16.76   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 159 TERMOMANAUS    143. 100.    2.97   0.14   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  67 TERMONE        171.  95.   11.81   1.32   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  69 TERMOPB        171.  95.   13.76   1.12   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  96 TERMOPE        533. 100.    9.08  11.81   0.00   0.00   0.00   0.00   0.00   0.00   0.00 276.80 348.80 348.80 348.80 348.80 346.09  
  83 VALE DO ACU    368.  84.    5.26   6.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 201 APARECIDA      166. 100.   11.46  13.44   0.00   0.00   0.00   0.00   0.00   0.00   0.00 111.54 111.54 144.51 144.60 146.97  50.35  
 203 C. ROCHA        85. 100.    1.00  20.72   0.00   0.00   0.00   0.00   0.00   0.00   0.00 067.00 067.00 067.00 067.00 067.00 067.00  
 318 FLORES LT1      40. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 319 FLORES LT2      40. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  73 GERAMAR I      166.  96.    0.87   3.33   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  70 GERAMAR II     166.  96.    2.75   1.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 317 IRANDUBA        25. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 204 JARAQUI         75.  87.    4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  62.99  62.99  62.99  62.99  62.99  62.99  
 205 MANAUARA        67. 100.    2.50   0.39   0.00   0.00   0.00   0.00   0.00   0.00   0.00 064.50 064.50 064.50 064.50 064.50 064.50  
 212 MARANHAO III   519. 100.    2.76   1.89   0.00   0.00   0.00   0.00   0.00   0.00   0.00 482.05 482.05 482.05 482.05   0.00 241.19  
  36 MARANHAO IV    338. 100.    3.13   4.91   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  21 MARANHAO V     338. 100.    2.58   4.83   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 140 MAUA 3         190.  97.    4.27   7.37   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 264.00  
 206 MAUA B3        110. 100.    7.05   6.96   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 141 MAUA B4        150. 100.   56.03   6.99   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  46 N.VENECIA 2    178. 100.    6.17   6.36   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 228 O. CANOAS 1      0.  90.    2.00   6.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 116 PARNAIBA IV     56. 100.    9.98  21.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 207 PONTA NEGRA     66. 100.    2.50   0.53   0.00   0.00   0.00   0.00   0.00   0.00   0.00 064.00 064.00 064.00 064.00 064.00 064.00  
 176 PORTO ITAQUI   360. 100.   13.83   4.73   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
  94 SANTANA LM      12. 100.    1.27   5.89   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 208 SANTANA W       12. 100.   37.63   4.71   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00  
 136 SUZANO MA      255. 100.    7.78   0.68   0.00   0.00   0.00   0.00   0.00   0.00   0.00 235.00 235.00 235.00 235.00 235.00 233.41  
 209 TAMBAQUI        93.  71.    4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 063.00 063.00 063.00 063.00 063.00 063.00  
