********* DUMMY
********* DUMMY
 MESPLAN=            8  ANOPLAN=         2018
   44 I.SOLT. EQV    8820.00   6927.00   7276.00   5110.00   3280.00   2861.00   2254.00   2213.00   1586.00   1765.00   3921.00   6581.00
   45 JUPIA          9504.00   7562.00   7857.00   5715.00   3823.00   3400.00   2685.00   2652.00   1984.00   2234.00   4459.00   7199.00
   46 P.PRIMAVERA   11394.00   8992.00   9332.00   7003.00   4681.00   4206.00   3410.00   3655.00   2726.00   3076.00   5354.00   8546.00
   47 A.A.LAYDNER     458.00    282.00    252.00    278.00    147.00    145.00    108.00    195.00    135.00    160.00    296.00    227.00
   48 PIRAJU          477.00    290.00    259.00    285.00    151.00    149.00    110.00    201.00    138.00    165.00    307.00    236.00
   49 CHAVANTES       860.00    437.00    422.00    400.00    229.00    220.00    157.00    316.00    204.00    278.00    546.00    432.00
   50 L.N. GARCEZ    1109.00    614.00    603.00    551.00    346.00    325.00    246.00    465.00    304.00    398.00    744.00    586.00
   51 CANOAS II      1129.00    629.00    616.00    564.00    354.00    333.00    253.00    476.00    312.00    405.00    759.00    596.00
   52 CANOAS I       1170.00    659.00    644.00    590.00    373.00    350.00    267.00    500.00    329.00    423.00    791.00    619.00
   54 STA BRANCA      534.00    260.00    192.00    152.00     67.00     78.00     48.00    105.00     55.00    177.00    371.00    251.00
   57 MAUA            988.00    487.00    347.00    272.00    124.00    136.00     91.00    182.00     96.00    306.00    664.00    448.00
   58 SAO JERONIM    1116.00    596.00    454.00    354.00    213.00    196.00    143.00    275.00    165.00    341.00    836.00    523.00
   61 CAPIVARA       3306.00   1800.00   1513.00   1268.00    781.00    725.00    541.00   1026.00    645.00   1075.00   2391.00   1620.00
   62 TAQUARUCU      3439.00   1906.00   1578.00   1345.00    836.00    784.00    594.00   1085.00    696.00   1102.00   2498.00   1659.00
   63 ROSANA         3729.00   2138.00   1739.00   1514.00    964.00    922.00    715.00   1247.00    814.00   1204.00   2720.00   1780.00
   65 S GDE CHOPI     205.00     92.00    129.00    100.00     41.00     43.00     48.00     47.00     17.00    260.00    327.00    112.00
   66 ITAIPU        22263.00  15730.00  16345.00  13114.00   8274.00   7467.00   5866.00   7169.00   5281.00   7008.00  13225.00  14658.00
   70 JORDAO           96.00     10.00     10.00     10.00     10.00     10.00     10.00     10.00     10.00     10.00    116.00     38.00
   71 STA CLARA P     210.00     82.00    101.00     78.00     33.00     74.00     62.00     53.00     25.00    118.00    221.00    177.00
   72 FUNDAO          222.00     88.00    105.00     82.00     35.00     77.00     66.00     56.00     27.00    130.00    235.00    183.00
   73 JORDAO          270.00    107.00    120.00     97.00     44.00     88.00     79.00     69.00     36.00    179.00    290.00    212.00
   74 G.B.MUNHOZ     1099.00    694.00    555.00    481.00    163.00    242.00    251.00    320.00    158.00    703.00    845.00    401.00
   75 SEGREDO        1512.00    911.00    736.00    658.00    242.00    372.00    393.00    445.00    232.00   1107.00   1312.00    714.00
   76 SEGREDO        1338.00    814.00    626.00    571.00    208.00    294.00    324.00    386.00    206.00    938.00   1138.00    540.00
   77 SLT.SANTIAG    1839.00   1041.00    882.00    791.00    299.00    425.00    458.00    506.00    261.00   1392.00   1807.00    867.00
   78 SALTO OSORI    1929.00   1101.00    928.00    851.00    319.00    437.00    484.00    524.00    270.00   1473.00   1979.00    908.00
   80 SAO JOAO        132.00     59.00     83.00     64.00     27.00     27.00     31.00     30.00     11.00    167.00    210.00     72.00
   81 BAIXO IGUAC    2702.00   1467.00   1392.00   1221.00    469.00    601.00    667.00    708.00    343.00   2373.00   3121.00   1320.00
   83 CACHOEIRINH     141.00     63.00     89.00     69.00     28.00     29.00     33.00     32.00     12.00    178.00    224.00     77.00
   85 PAI QUERE       168.00     45.00     61.00     46.00     39.00    153.00    191.00     71.00     32.00    141.00     69.00     77.00
   88 SAO ROQUE       333.00    134.00    136.00    120.00     52.00     62.00    117.00    108.00     44.00    128.00    153.00     93.00
   89 GARIBALDI       388.00    158.00    160.00    145.00     65.00     85.00    164.00    144.00     61.00    157.00    189.00    112.00
   92 ITA            1199.00    444.00    498.00    476.00    282.00    562.00    817.00    523.00    231.00    929.00    752.00    418.00
   93 PASSO FUNDO      60.00     19.00     21.00     22.00     21.00     38.00     47.00     48.00     22.00     85.00     80.00     34.00
   94 FOZ CHAPECO    1548.00    573.00    641.00    661.00    377.00    680.00    984.00    721.00    338.00   1330.00   1124.00    539.00
   97 MONTE CLARO     200.00     81.00    128.00    116.00    128.00    286.00    435.00    113.00    109.00    457.00    191.00    111.00
   98 CASTRO ALVE     123.00     49.00     81.00     73.00     69.00    211.00    301.00     59.00     67.00    317.00    111.00     68.00
   99 ESPORA           80.00     81.00     83.00     82.00     63.00     59.00     54.00     57.00     50.00     53.00     66.00     85.00
  100 CUBATAO           5.00      6.00      6.00      5.00      4.00      4.00      4.00      3.00      4.00      5.00      5.00      5.00
  101 SALTO PILAO     181.00     74.00     90.00     87.00     31.00     39.00     35.00     69.00     28.00     68.00     80.00     46.00
  102 SAO JOSE        302.00    193.00    168.00    147.00    167.00    162.00    188.00    202.00    145.00    461.00    349.00    207.00
  103 PASSO SAO J     306.00    208.00    173.00    155.00    173.00    167.00    196.00    209.00    151.00    477.00    362.00    217.00
  104 TRAICAO          52.00     42.00     50.00     51.00     29.00     33.00     25.00     40.00     26.00     35.00     51.00     39.00
  109 PEDREIRA         25.00     20.00     25.00     24.00     12.00     15.00     12.00     20.00     11.00     16.00     29.00     20.00
  110 ERNESTINA        29.00     12.00     12.00      9.00     24.00     40.00     37.00     27.00     14.00     42.00     34.00     19.00
  111 PASSO REAL      245.00    144.00    137.00    129.00    145.00    202.00    227.00    233.00    138.00    322.00    292.00    163.00
  112 JACUI           247.00    146.00    139.00    132.00    147.00    204.00    230.00    235.00    140.00    325.00    294.00    165.00
  113 ITAUBA          310.00    182.00    188.00    185.00    184.00    275.00    308.00    277.00    190.00    409.00    341.00    196.00
  114 D.FRANCISCA     382.00    218.00    242.00    244.00    227.00    357.00    397.00    324.00    245.00    501.00    394.00    231.00
  115 G.P.SOUZA        38.00     27.00     29.00     22.00     18.00     18.00     14.00     18.00     14.00     22.00     19.00     30.00
  116 HENRY BORDE       6.00      5.00      6.00      5.00      3.00      3.00      3.00      5.00      2.00      3.00      7.00      4.00
  117 GUARAPIRANG      27.00     22.00     25.00     27.00     17.00     18.00     13.00     20.00     15.00     19.00     22.00     19.00
  118 BILLINGS         25.00     20.00     25.00     24.00     12.00     15.00     12.00     20.00     11.00     16.00     29.00     20.00
  119 BILLINGS         31.00     25.00     31.00     29.00     15.00     18.00     15.00     25.00     13.00     19.00     36.00     24.00
  120 JAGUARI          36.00     22.00     25.00     12.00      9.00     10.00      9.00     13.00      8.00     11.00     17.00     13.00
  121 PARAIBUNA       132.00     90.00     81.00     52.00     40.00     38.00     31.00     34.00     24.00     28.00     45.00     42.00
  122 SANTA BRANC     149.00    104.00    101.00     60.00     45.00     42.00     35.00     38.00     26.00     31.00     52.00     48.00
  123 FUNIL           344.00    280.00    332.00    160.00    102.00     94.00     75.00     95.00     60.00     76.00    140.00    119.00
  125 STA CECILIA     412.00    369.00    456.00    214.00    130.00    116.00     91.00    117.00     72.00     91.00    172.00    155.00
  126 SIMPLICIO       340.00    340.00    340.00    194.00     85.00     55.00     30.00     30.00      0.00     14.00     79.00    101.00
  127 ANTA_ARTF       481.00    455.00    658.00    284.00    175.00    145.00    120.00    120.00     86.00    104.00    169.00    191.00
  129 ANTA            669.00    636.00    850.00    429.00    274.00    234.00    190.00    201.00    134.00    167.00    287.00    296.00
  130 I. POMBOS       713.00    701.00    949.00    476.00    312.00    260.00    218.00    230.00    152.00    191.00    315.00    352.00
  131 NILO PECANH     144.00    144.00    144.00    131.00     87.00     78.00     62.00     76.00     46.00     59.00    111.00     99.00
  132 LAJES            27.00     20.00     31.00     20.00     17.00     15.00     12.00      7.00      3.00      6.00     10.00      8.00
  134 SALTO GRAND      48.00    346.00    208.00    102.00     61.00     47.00     40.00     24.00     19.00     21.00     84.00    178.00
  135 BARRA BRAUN     208.00    188.00    159.00    117.00     89.00     76.00     67.00     59.00     60.00     70.00    109.00    173.00
  141 BAGUARI         229.00    826.00    712.00    382.00    228.00    187.00    171.00    107.00     85.00     78.00    216.00    534.00
  144 MASCARENHAS     385.00   1293.00   1087.00    649.00    393.00    320.00    280.00    149.00    127.00     93.00    290.00    869.00
  145 RONDON II       146.00    129.00    147.00    141.00     98.00     79.00     63.00     55.00     51.00     52.00     83.00     95.00
  148 AIMORES         332.00   1134.00    962.00    560.00    338.00    276.00    242.00    135.00    113.00     88.00    265.00    757.00
  149 CANDONGA         79.00    131.00    198.00    105.00     57.00     50.00     42.00     51.00     36.00     39.00     68.00    128.00
  154 SAO DOMINGO     188.00    184.00    210.00    165.00    143.00    134.00    122.00    128.00    109.00    138.00    132.00    174.00
  155 RETIRO BAIX      80.00    130.00    158.00     62.00     42.00     36.00     34.00     17.00     11.00     10.00     26.00    123.00
  156 TRES MARIAS     560.00    635.00    721.00    256.00    148.00    120.00     87.00     47.00     30.00     31.00    190.00    659.00
  158 QUEIMADO         32.00     43.00     36.00     34.00     21.00     16.00     13.00      8.00      6.00      4.00     14.00     35.00
  160 ALTO TIETÊ       10.00      8.00     10.00      6.00      3.00      4.00      4.00      7.00      4.00      5.00      8.00      6.00
  161 E.SOUZA         160.00     98.00    166.00     95.00     47.00     52.00     38.00     78.00     38.00     85.00    158.00    110.00
  164 E.SOUZA         108.00     56.00    116.00     44.00     18.00     19.00     13.00     38.00     12.00     50.00    107.00     71.00
  168 SOBRADINHO     1006.00   1541.00   1865.00   1264.00    614.00    418.00    346.00    291.00    250.00    182.00    406.00   1391.00
  169 SOBRADINHO     1580.00   2124.00   2623.00   1756.00    814.00    573.00    457.00    343.00    285.00    213.00    465.00   2010.00
  171 ITAPARICA F       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  172 ITAPARICA      1696.00   2114.00   2618.00   1880.00    852.00    583.00    459.00    345.00    289.00    219.00    424.00   1843.00
  173 MOXOTO         1696.00   2114.00   2618.00   1880.00    852.00    583.00    459.00    345.00    289.00    219.00    424.00   1843.00
  175 P.AFONSO 12    1696.00   2114.00   2618.00   1880.00    852.00    583.00    459.00    345.00    289.00    219.00    424.00   1843.00
  176 COMP. MOXOT    1696.00   2114.00   2618.00   1880.00    852.00    583.00    459.00    345.00    289.00    219.00    424.00   1843.00
  178 XINGO          1759.00   2075.00   2605.00   1943.00    873.00    588.00    461.00    347.00    290.00    222.00    401.00   1755.00
  183 SA CARVALHO      34.00    147.00    139.00     57.00     37.00     30.00     27.00     13.00     12.00     12.00     35.00     78.00
  187 COUTO MAGAL     122.00    123.00    122.00    101.00     87.00     77.00     68.00     62.00     61.00     68.00     86.00    112.00
  188 ITAPEBI         109.00    513.00    314.00    143.00     64.00     57.00     40.00     44.00     35.00     21.00     59.00    387.00
  190 B. ESPERANC     341.00    606.00    800.00    672.00    307.00    245.00    218.00    179.00    151.00    155.00    227.00    384.00
  191 CANA BRAVA      588.00   1211.00   1147.00    853.00    370.00    252.00    187.00     99.00    103.00    128.00    272.00    881.00
  196 ROSAL            17.00     56.00     68.00     53.00     27.00     20.00     16.00      9.00      6.00      6.00     25.00     49.00
  197 PICADA           36.00     35.00     48.00     26.00     17.00     15.00     12.00     14.00     11.00     14.00     18.00     28.00
  198 SOBRAGI          58.00     69.00     94.00     55.00     38.00     33.00     30.00     24.00     20.00     29.00     37.00     47.00
  199 ITAOCARA I      747.00    734.00    994.00    498.00    327.00    272.00    228.00    241.00    159.00    200.00    330.00    369.00
  201 TOCOS            19.00     14.00     22.00     14.00     12.00     11.00      8.00      5.00      2.00      4.00      7.00      6.00
  202 LAJES             8.00      6.00      9.00      6.00      5.00      4.00      4.00      2.00      1.00      2.00      3.00      2.00
  203 SANTANA          28.00     21.00     32.00     21.00     18.00     16.00     13.00      8.00      3.00      6.00     10.00      8.00
  204 CACH.CALDEI     660.00   1243.00   1201.00   2389.00   2451.00   1825.00   1436.00    543.00    432.00    235.00    123.00    286.00
  205 CORUMBA IV      102.00    127.00    139.00    123.00     65.00     47.00     34.00     27.00     20.00     14.00     35.00    137.00
  206 MIRANDA         314.00    292.00    252.00    186.00    133.00    109.00     89.00     69.00     52.00     78.00    156.00    357.00
  207 CAPIM BRANC     316.00    293.00    256.00    187.00    134.00    110.00     90.00     70.00     52.00     77.00    156.00    359.00
  209 CORUMBA I       372.00    482.00    527.00    451.00    245.00    172.00    128.00     67.00     50.00     55.00    161.00    460.00
  211 FUNIL-GRAND     298.00    240.00    320.00    147.00    104.00     94.00     76.00     72.00     59.00     87.00    118.00    218.00
  215 BARRA GRAND     315.00     85.00    115.00     86.00     73.00    288.00    359.00    133.00     61.00    265.00    129.00    145.00
  216 CAMPOS NOVO     416.00    190.00    177.00    166.00     76.00     96.00    197.00    165.00     72.00    178.00    217.00    124.00
  217 MACHADINHO      856.00    358.00    359.00    341.00    210.00    450.00    667.00    390.00    192.00    593.00    474.00    335.00
  220 MONJOLINHO      102.00     32.00     36.00     38.00     36.00     64.00     79.00     83.00     37.00    145.00    138.00     59.00
  222 SALTO CAXIA    2500.00   1357.00   1288.00   1130.00    434.00    556.00    617.00    655.00    317.00   2196.00   2888.00   1221.00
  225 SLT APIACAS     379.00    476.00    511.00    376.00    187.00     75.00     40.00     25.00     20.00     31.00     76.00    213.00
  227 SINOP          1282.00   1889.00   1855.00   1777.00    998.00    648.00    472.00    381.00    324.00    382.00    544.00    939.00
  228 COLIDER        1079.00   1665.00   1692.00   1595.00    888.00    656.00    525.00    399.00    342.00    400.00    564.00    978.00
  229 TELES PIRES    3144.00   5084.00   5321.00   5444.00   2736.00   1436.00    883.00    613.00    457.00    602.00    955.00   2081.00
  230 SAO MANOEL     3157.00   5086.00   5356.00   5492.00   2772.00   1452.00    890.00    619.00    462.00    638.00    954.00   2081.00
  237 BARRA BONIT     698.00    413.00    488.00    325.00    184.00    187.00    142.00    296.00    178.00    265.00    458.00    349.00
  238 A.S.LIMA        776.00    467.00    544.00    380.00    219.00    223.00    171.00    339.00    212.00    297.00    510.00    384.00
  239 IBITINGA        928.00    568.00    648.00    478.00    287.00    292.00    229.00    422.00    279.00    361.00    610.00    460.00
  240 PROMISSAO      1179.00    715.00    760.00    550.00    347.00    357.00    284.00    521.00    337.00    422.00    781.00    566.00
  241 SALTO DO RI     227.00    210.00    216.00    202.00    141.00    127.00    108.00    115.00     94.00    101.00    167.00    192.00
  242 NAVANHANDAV    1280.00    773.00    805.00    579.00    370.00    382.00    304.00    560.00    361.00    443.00    848.00    607.00
  243 T.IRMAOS       1350.00    839.00    834.00    622.00    382.00    394.00    317.00    572.00    382.00    431.00    867.00    651.00
  244 I.SOLT. EQV    8883.00   6975.00   7338.00   5165.00   3311.00   2896.00   2280.00   2257.00   1613.00   1805.00   3983.00   6627.00
  245 JUPIA          9567.00   7610.00   7919.00   5770.00   3854.00   3435.00   2711.00   2696.00   2011.00   2274.00   4521.00   7245.00
  246 P.PRIMAVERA   11457.00   9040.00   9394.00   7058.00   4712.00   4241.00   3436.00   3699.00   2753.00   3116.00   5416.00   8592.00
  247 CACU            249.00    235.00    255.00    208.00    142.00    112.00     91.00     80.00     59.00     62.00    137.00    195.00
  248 BARRA DOS C     260.00    244.00    266.00    217.00    148.00    117.00     95.00     84.00     61.00     64.00    142.00    202.00
  249 OURINHOS        871.00    445.00    427.00    408.00    233.00    224.00    161.00    322.00    208.00    281.00    554.00    436.00
  251 SERRA FACAO     153.00    214.00    226.00    144.00     75.00     61.00     43.00     22.00     18.00     15.00     68.00    227.00
  252 ITIQUIRA II      82.00     97.00    104.00    109.00     72.00     63.00     53.00     51.00     42.00     45.00     62.00     85.00
  253 SAO SALVADO     636.00   1404.00   1303.00    991.00    411.00    274.00    203.00    106.00    108.00    132.00    300.00    948.00
  254 P.CAVALO         11.00     31.00     71.00     72.00     29.00     49.00     20.00     14.00      6.00     10.00     27.00     15.00
  255 IRAPE            51.00    280.00    138.00     70.00     19.00     14.00     10.00      8.00      8.00      7.00     16.00    164.00
  257 PEIXE ANGIC    1052.00   2947.00   2531.00   2024.00    709.00    438.00    310.00    164.00    150.00    180.00    540.00   1493.00
  258 MURTA            58.00    310.00    161.00     79.00     25.00     20.00     14.00     13.00     11.00      9.00     22.00    193.00
  259 ITIQUIRA I       82.00     97.00    104.00    109.00     72.00     63.00     53.00     51.00     42.00     45.00     62.00     85.00
  261 FOZ DO RIO      279.00    258.00    286.00    234.00    158.00    126.00    102.00     90.00     66.00     68.00    150.00    215.00
  262 GUILMAN-AMO      31.00    137.00    131.00     51.00     33.00     28.00     24.00     12.00     11.00     12.00     33.00     71.00
  263 P. ESTRELA       50.00    354.00    215.00    106.00     64.00     50.00     42.00     24.00     19.00     21.00     85.00    184.00
  265 TRAIRA           17.00     51.00     42.00     30.00     18.00     15.00     13.00      5.00      5.00      2.00      8.00     38.00
  266 ITAIPU        22326.00  15778.00  16407.00  13169.00   8305.00   7502.00   5892.00   7213.00   5308.00   7048.00  13287.00  14704.00
  267 BAU I            78.00    130.00    196.00    104.00     57.00     50.00     42.00     51.00     36.00     39.00     67.00    127.00
  269 BALBINA         538.00    485.00    309.00    945.00   1064.00    816.00    569.00    249.00    326.00    371.00    410.00    498.00
  270 SERRA MESA      537.00   1013.00    988.00    718.00    330.00    230.00    171.00     91.00     98.00    123.00    243.00    812.00
  271 ESTREITO TO    2788.00   7472.00   7832.00   7060.00   2265.00   1359.00    984.00    636.00    527.00    583.00   1315.00   3021.00
  273 LAJEADO        1458.00   4461.00   3800.00   3240.00   1061.00    622.00    437.00    228.00    194.00    218.00    765.00   2048.00
  274 S. QUEBRADA    3430.00   8892.00   9075.00   8962.00   3562.00   1566.00    939.00    537.00    415.00    432.00   1166.00   3086.00
  275 TUCURUI        9406.00  22317.00  25057.00  26298.00  11139.00   4426.00   2460.00   1474.00   1083.00   1080.00   2380.00   6232.00
  276 SANTA ISABE    5045.00  11334.00  13493.00  14636.00   6397.00   2415.00   1284.00    791.00    564.00    547.00   1025.00   2656.00
  277 CURUA-UNA       132.00    240.00    339.00    650.00    323.00    248.00    166.00    121.00     96.00     88.00     85.00    108.00
  278 MANSO           241.00    464.00    279.00    207.00     89.00     66.00     51.00     55.00     49.00     51.00    131.00    313.00
  279 SAMUEL          689.00   1016.00    885.00    923.00    402.00    155.00     51.00     42.00     31.00     37.00    156.00    421.00
  280 COARACY NUN     660.00   1246.00   1203.00   2395.00   2458.00   1833.00   1441.00    546.00    433.00    237.00    124.00    286.00
  281 PONTE PEDRA      90.00     99.00     98.00    102.00     82.00     77.00     73.00     73.00     64.00     70.00     79.00     87.00
  282 OLHO DAGUA       98.00     99.00    102.00    101.00     77.00     72.00     66.00     70.00     61.00     65.00     81.00    104.00
  283 STA CLARA M      27.00    118.00     61.00     72.00     37.00     26.00     15.00     18.00      8.00      6.00     25.00    122.00
  284 14 DE JULHO     210.00     86.00    133.00    122.00    135.00    294.00    450.00    119.00    114.00    475.00    201.00    117.00
  285 JIRAU         29972.00  36498.00  38791.00  35759.00  27309.00  18713.00   9565.00   5695.00   4863.00   4202.00   9150.00  16918.00
  286 QUEBRA QUEI      99.00     45.00     56.00     59.00     26.00     41.00     42.00     36.00     17.00    104.00    150.00     53.00
  287 STO ANTONIO   30368.00  36737.00  39355.00  36619.00  27981.00  19305.00   9908.00   5825.00   4980.00   4235.00   9068.00  16713.00
  288 PIMENTAL       6099.00  12580.00  16722.00  19519.00  13203.00   5806.00   2461.00   1120.00    732.00    604.00   1080.00   3342.00
  289 ITUMIRIM         65.00     65.00     67.00     66.00     51.00     48.00     44.00     46.00     40.00     43.00     53.00     69.00
  290 STO ANT JAR     436.00    908.00   1098.00   2797.00   3300.00   2591.00   1811.00    747.00    463.00    268.00    150.00    143.00
  291 DARDANELOS      259.00    469.00    582.00    901.00    471.00    230.00    117.00     61.00     37.00     39.00     87.00    185.00
  292 BELO MONTE     4999.00  10980.00  12722.00  11519.00   9203.00   3806.00   1261.00    220.00      0.00      0.00    280.00   2442.00
  293 BELO MONTE     1527.00   2481.00   5171.00   9366.00   4924.00   2406.00   1372.00    978.00    783.00    646.00    876.00   1134.00
  294 SALTO           206.00    196.00    199.00    180.00    129.00    116.00     99.00    106.00     87.00     93.00    157.00    177.00
  295 JAURU            95.00     92.00     93.00     89.00     79.00     72.00     68.00     72.00     66.00     70.00     75.00     81.00
  296 GUAPORE          42.00     43.00     43.00     40.00     38.00     34.00     32.00     34.00     31.00     33.00     35.00     38.00
  297 FERREIRA GO     664.00   1255.00   1212.00   2413.00   2477.00   1850.00   1454.00    552.00    436.00    239.00    125.00    287.00
  298 STA CECILIA     160.00    160.00    160.00    124.00     81.00     73.00     57.00     73.00     45.00     57.00    108.00     97.00
  299 I. POMBOS       525.00    520.00    757.00    331.00    213.00    171.00    148.00    149.00    104.00    128.00    197.00    247.00
  300 VIGARIO           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  301 BILLINGS AN      25.00     20.00     25.00     24.00     12.00     15.00     12.00     20.00     11.00     16.00     29.00     20.00
  302 PIMENTAL AR    1100.00   1600.00   4000.00   8000.00   4000.00   2000.00   1200.00    900.00    732.00    604.00    800.00    900.00
  303 FONTES           42.00     40.00     43.00     17.00     17.00     15.00     12.00      7.00      3.00      6.00     10.00      8.00
  304 SANTANA           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  306 P. PASSOS       186.00    184.00    187.00    148.00    104.00     93.00     74.00     83.00     49.00     65.00    121.00    107.00
  313 ITAGUACU        320.00    358.00    362.00    280.00    196.00    154.00    129.00    112.00    115.00    142.00    184.00    258.00
  314 ITAOCARA I      559.00    553.00    802.00    353.00    228.00    183.00    158.00    160.00    111.00    137.00    212.00    264.00
  315 SANTANA         169.00    167.00    170.00    131.00     87.00     78.00     62.00     76.00     46.00     59.00    111.00     99.00
  316 VIGARIO         169.00    167.00    170.00    131.00     87.00     78.00     62.00     76.00     46.00     59.00    111.00     99.00
  317 TOCOS             0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  318 HENRY BORDE      69.00     53.00     68.00     60.00     34.00     38.00     29.00     49.00     29.00     43.00     69.00     50.00
  319 BILLINGS         63.00     48.00     62.00     55.00     31.00     35.00     26.00     44.00     27.00     40.00     62.00     46.00
  320 BILLINGS_PE      31.00     25.00     31.00     29.00     15.00     18.00     15.00     25.00     13.00     19.00     36.00     24.00
